property_set_name,applicable_entities,applicable_type_value,property_definitions
Pset_RampCommon,['IfcRamp'],,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'RequiredHeadroom', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'RequiredSlope', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': ['PLANEANGLEUNIT']}}, {'property_name': 'IsExternal', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'FireRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FireExit', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'HandicapAccessible', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'HasNonSkidSurface', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_RampFlightCommon,['IfcRampFlight'],,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Headroom', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'Slope', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': ['PLANEANGLEUNIT']}}]"
Pset_ReinforcementBarCountOfIndependentFooting,['IfcFooting'],,"[{'property_name': 'Description', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'XDirectionLowerBarCount', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'YDirectionLowerBarCount', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'XDirectionUpperBarCount', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'YDirectionUpperBarCount', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}]"
Pset_ReinforcementBarPitchOfBeam,['IfcBeam'],,"[{'property_name': 'Description', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'StirrupBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'SpacingBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}]"
Pset_ReinforcementBarPitchOfColumn,['IfcColumn'],,"[{'property_name': 'Description', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'ReinforcementBarType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ReinforcementBarType', 'values': ['RING', 'SPIRAL', 'OTHER', 'USERDEFINED', 'NOTDEFINED']}}, {'property_name': 'HoopBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'XDirectionTieHoopBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'XDirectionTieHoopCount', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'YDirectionTieHoopBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'YDirectionTieHoopCount', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}]"
Pset_ReinforcementBarPitchOfContinuousFooting,['IfcFooting'],,"[{'property_name': 'Description', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'CrossingUpperBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'CrossingLowerBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}]"
Pset_ReinforcementBarPitchOfSlab,['IfcSlab'],,"[{'property_name': 'Description', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'LongOutsideTopBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'LongInsideCenterTopBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'LongInsideEndTopBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ShortOutsideTopBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ShortInsideCenterTopBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ShortInsideEndTopBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'LongOutsideLowerBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'LongInsideCenterLowerBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'LongInsideEndLowerBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ShortOutsideLowerBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ShortInsideCenterLowerBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ShortInsideEndLowerBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}]"
Pset_ReinforcementBarPitchOfWall,['IfcWall'],,"[{'property_name': 'Description', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'BarAllocationType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ReinforcementBarAllocationType', 'values': ['SINGLE', 'DOUBLE', 'ALTERNATE', 'OTHER', 'USERDEFINED', 'NOTDEFINED']}}, {'property_name': 'VerticalBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'HorizontalBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'SpacingBarPitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}]"
Pset_ReinforcingBarBendingsBECCommon,"['IfcReinforcingBar', 'IfcReinforcingMesh']",,"[{'property_name': 'BECBarShapeCode', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'BECCuttingLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECShapeParameter_a', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECShapeParameter_b', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECShapeParameter_c', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECShapeParameter_d', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECShapeParameter_e', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECShapeParameter_f', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECShapeParameter_g', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECShapeParameter_h', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECShapeParameter_i', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECShapeParameter_j', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECShapeParameter_k', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECShapeParameter_l', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECBendingParameter_u', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': ['PLANEANGLEUNIT']}}, {'property_name': 'BECBendingParameter_v', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': ['PLANEANGLEUNIT']}}, {'property_name': 'BECBendingParameter_u1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': ['PLANEANGLEUNIT']}}, {'property_name': 'BECBendingParameter_v1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': ['PLANEANGLEUNIT']}}, {'property_name': 'BECShapeAid_x', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECShapeAid_y', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BECRollerDiameter', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}]"
Pset_ReinforcingBarBendingsBS8666Common,['IfcReinforcingBar'],,"[{'property_name': 'BS8666ShapeCode', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'BS8666ShapeParameter_A', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BS8666ShapeParameter_B', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BS8666ShapeParameter_C', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BS8666ShapeParameter_D', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BS8666ShapeParameter_E', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BS8666ShapeParameter_r', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}]"
Pset_ReinforcingBarBendingsDIN135610Common,['IfcReinforcingBar'],,"[{'property_name': 'DIN135610ShapeCode', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'DIN135610ShapeParameter_a', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'DIN135610ShapeParameter_b', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'DIN135610ShapeParameter_c', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'DIN135610ShapeParameter_d', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'DIN135610ShapeParameter_e', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'DIN135610ShapeParameter_z', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}]"
Pset_ReinforcingBarBendingsISOCD3766Common,['IfcReinforcingBar'],,"[{'property_name': 'ISOCD3766ShapeCode', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'ISOCD3766ShapeParameter_a', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ISOCD3766ShapeParameter_b', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ISOCD3766ShapeParameter_c', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ISOCD3766ShapeParameter_d', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ISOCD3766ShapeParameter_e', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ISOCD3766ShapeParameter_R', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ISOCD3766BendingStartHook', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': ['PLANEANGLEUNIT']}}, {'property_name': 'ISOCD3766BendingEndHook', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': ['PLANEANGLEUNIT']}}]"
Pset_Reliability,['IfcProduct'],,"[{'property_name': 'MeanTimeBetweenFailure', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': ['TIMEUNIT']}}]"
Pset_Risk,['IfcObject'],,"[{'property_name': 'RiskType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_RiskType', 'values': ['Business', 'Hazard', 'HealthAndSafety', 'Insurance', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'NatureOfRisk', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'SubNatureOfRisk1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'SubNatureOfRisk2', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'RiskCause', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'AssessmentOfRisk', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_RiskAssessment', 'values': ['AlmostCertain', 'VeryLikely', 'Likely', 'VeryPossible', 'Possible', 'SomewhatPossible', 'Unlikely', 'VeryUnlikely', 'Rare', 'Other', 'NotKnown', 'Unset\n']}}, {'property_name': 'RiskConsequence', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_RiskConsequence', 'values': ['Catastrophic', 'Severe', 'Major', 'Considerable', 'Moderate', 'Some', 'Minor', 'VeryLow', 'Insignificant', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'RiskRating', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_RiskRating', 'values': ['Critical', 'VeryHigh', 'High', 'Considerable', 'Moderate', 'Some', 'Low', 'VeryLow', 'Insignificant', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'RiskOwner', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_RiskOwner', 'values': ['Designer', 'Specifier', 'Constructor', 'Installer', 'Maintainer', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'AffectsSurroundings', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'PreventiveMeassures', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcText', 'values': [], 'unit_type': ['']}}]"
