property_set_name,template_type,applicable_entities,applicable_type_value,property_definitions
Pset_ProtectiveDeviceBreakerUnitI2TFuseCurve,PSET_TYPEDRIVENOVERRIDE,['IfcProtectiveDevice'],IfcProtectiveDevice,"[{'property_name': 'VoltageLevel', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_VoltageLevels', 'enums': ['U230', 'U400', 'U440', 'U525', 'U690', 'U1000', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'BreakerUnitFuseMeltingCurve', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcElectricCurrentMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcReal', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'BreakerUnitFuseBreakingingCurve', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcElectricCurrentMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcReal', 'values': [], 'unit_type': 'None'}]}]"
Pset_ProtectiveDeviceBreakerUnitIPICurve,PSET_TYPEDRIVENOVERRIDE,['IfcProtectiveDevice'],IfcProtectiveDevice,"[{'property_name': 'VoltageLevel', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_VoltageLevels', 'enums': ['U230', 'U400', 'U440', 'U525', 'U690', 'U1000', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'NominalCurrent', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'BreakerUnitIPICurve', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcElectricCurrentMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcElectricCurrentMeasure', 'values': [], 'unit_type': 'None'}]}]"
Pset_ProtectiveDeviceBreakerUnitTypeMCB,PSET_TYPEDRIVENOVERRIDE,['IfcProtectiveDevice/CIRCUITBREAKER'],IfcProtectiveDevice/CIRCUITBREAKER,"[{'property_name': 'PowerLoss', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': 'None'}}, {'property_name': 'VoltageLevel', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_VoltageLevels', 'enums': ['U230', 'U400', 'U440', 'U525', 'U690', 'U1000', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'NominalCurrents', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'values': [], 'unit_type': 'None'}}, {'property_name': 'ICU60947', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'ICS60947', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'ICN60898', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'ICS60898', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}]"
Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection,PSET_TYPEDRIVENOVERRIDE,['IfcProtectiveDevice'],IfcProtectiveDevice,"[{'property_name': 'PerformanceClasses', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}}, {'property_name': 'VoltageLevel', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_VoltageLevels', 'enums': ['U230', 'U400', 'U440', 'U525', 'U690', 'U1000', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'ICU60947', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'ICS60947', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'ICW60947', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'ICM60947', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}]"
Pset_ProtectiveDeviceOccurrence,PSET_OCCURRENCEDRIVEN,['IfcProtectiveDevice'],IfcProtectiveDevice,"[{'property_name': 'PoleUsage', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_PoleUsage', 'enums': ['1P', '2P', '3P', '4P', '1PN', '3PN', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'LongTimeFunction', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ShortTimeFunction', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ShortTimei2tFunction', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'GroundFaultFunction', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'GroundFaulti2tFunction', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'LongTimeCurrentSetValue', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'ShortTimeCurrentSetValue', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'InstantaneousCurrentSetValue', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'GroundFaultCurrentSetValue', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'LongTimeDelay', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'ShortTimeTrippingTime', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'InstantaneousTrippingTime', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'GroundFaultTrippingTime', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}]"
Pset_ProtectiveDeviceTrippingCurve,PSET_TYPEDRIVENOVERRIDE,['IfcProtectiveDevice'],IfcProtectiveDevice,"[{'property_name': 'TrippingCurveType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_TrippingCurveType', 'enums': ['UPPER', 'LOWER', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'TrippingCurve', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcElectricCurrentMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcTimeMeasure', 'values': [], 'unit_type': 'None'}]}]"
Pset_ProtectiveDeviceTrippingFunctionGCurve,PSET_TYPEDRIVENOVERRIDE,['IfcProtectiveDeviceTrippingUnit'],IfcProtectiveDeviceTrippingUnit,"[{'property_name': 'IsSelectable', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'NominalCurrentAdjusted', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ExternalAdjusted', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ReleaseCurrent', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'ReleaseTime', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'CurrentTolerance1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'CurrentToleranceLimit1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'CurrentTolerance2', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'IsCurrentTolerancePositiveOnly', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'TimeTolerance1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'TimeToleranceLimit1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'TimeTolerance2', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'IsTimeTolerancePositiveOnly', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ReleaseCurrentI2tStart', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'ReleaseTimeI2tStart', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'ReleaseCurrentI2tEnd', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'ReleaseTimeI2tEnd', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}]"
Pset_ProtectiveDeviceTrippingFunctionICurve,PSET_TYPEDRIVENOVERRIDE,['IfcProtectiveDeviceTrippingUnit'],IfcProtectiveDeviceTrippingUnit,"[{'property_name': 'IsSelectable', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'NominalCurrentAdjusted', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ReleaseCurrent', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'ReleaseTime', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'CurrentTolerance1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'CurrentToleranceLimit1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'CurrentTolerance2', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'IsCurrentTolerancePositiveOnly', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'TimeTolerance1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'TimeToleranceLimit1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'TimeTolerance2', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'IsTimeTolerancePositiveOnly', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'MaxAdjustmentX_ICS', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'IsOffWhenSFunctionOn', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_ProtectiveDeviceTrippingFunctionLCurve,PSET_TYPEDRIVENOVERRIDE,['IfcProtectiveDeviceTrippingUnit'],IfcProtectiveDeviceTrippingUnit,"[{'property_name': 'IsSelectable', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'UpperCurrent1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'UpperCurrent2', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'UpperTime1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'UpperTime2', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'LowerCurrent1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'LowerCurrent2', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'LowerTime1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'LowerTime2', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}]"
Pset_ProtectiveDeviceTrippingFunctionSCurve,PSET_TYPEDRIVENOVERRIDE,['IfcProtectiveDeviceTrippingUnit'],IfcProtectiveDeviceTrippingUnit,"[{'property_name': 'IsSelectable', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'NominalCurrentAdjusted', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ReleaseCurrent', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'ReleaseTime', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'CurrentTolerance1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'CurrentToleranceLimit1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'CurrentTolerance2', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'IsCurrentTolerancePositiveOnly', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'TimeTolerance1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'TimeToleranceLimit1', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'TimeTolerance2', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'IsTimeTolerancePositiveOnly', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ReleaseCurrentI2tStart', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'ReleaseTimeI2tStart', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'ReleaseCurrentI2tEnd', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'ReleaseTimeI2tEnd', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'IsOffWhenLfunctionOn', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_ProtectiveDeviceTrippingUnitCurrentAdjustment,PSET_TYPEDRIVENOVERRIDE,['IfcProtectiveDeviceTrippingUnit'],IfcProtectiveDeviceTrippingUnit,"[{'property_name': 'AdjustmentValueType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_AdjustmentValueType', 'enums': ['RANGE', 'LIST']}}, {'property_name': 'AdjustmentRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'AdjustmentRangeStepValue', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'AdjustmentValues', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'values': [], 'unit_type': 'None'}}, {'property_name': 'AdjustmentDesignation', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}]"
Pset_ProtectiveDeviceTrippingUnitTimeAdjustment,PSET_TYPEDRIVENOVERRIDE,['IfcProtectiveDeviceTrippingUnit'],IfcProtectiveDeviceTrippingUnit,"[{'property_name': 'AdjustmentValueType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_AdjustmentValueType', 'enums': ['RANGE', 'LIST']}}, {'property_name': 'AdjustmentRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcTimeMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'AdjustmentRangeStepValue', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'AdjustmentValues', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcTimeMeasure', 'values': [], 'unit_type': 'None'}}, {'property_name': 'AdjustmentDesignation', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'CurrentForTimeDelay', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'I2TApplicability', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_AdjustmentValueType', 'enums': ['L_FUNCTION', 'S_FUNCTION', 'G_FUNCTION', 'OTHER', 'NOTKNOWN', 'UNSET']}}]"
Pset_ProtectiveDeviceTrippingUnitTypeCommon,PSET_TYPEDRIVENOVERRIDE,['IfcProtectiveDeviceTrippingUnit'],IfcProtectiveDeviceTrippingUnit,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementStatus', 'enums': ['NEW', 'EXISTING', 'DEMOLISH', 'TEMPORARY', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'Standard', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'UseInDiscrimination', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'AtexVerified', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'OldDevice', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'LimitingTerminalSize', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}]"
